DELTALAB	EX1100									
Param?tres de l'expÿrience										
Rouleau	essai sans rouleau									
Angle	6									
Longueur course	0.67									
Masse totale plateau	20.572									
Masse des halt?res	18									
Hauteur Saillie	3									
Date 	25/11/2015									
										
t(s)	Xp(m)	Vp(m/s)	w(rad)	W(rad/s)	N(N)	T(N)	Ec(J)	Ep(J)	En(J) 	Ratio(E)
1.25883	-0.5164	-0.7579	0.0025	0.2771	1.95	1.22	5.9082	-10.8934	-4.9852	45.764
1.25911	-0.5166	-0.7579	0.0025	0.2771	2.69	1.95	5.9078	-10.8976	-4.9898	45.788
1.25935	-0.5168	-0.7579	0.0025	0.2771	3.17	2.2	5.9078	-10.9018	-4.994	45.809
1.25962	-0.517	-0.7579	0.0025	0.2771	3.91	3.17	5.9078	-10.9061	-4.9983	45.83
1.2599	-0.5172	-0.7579	0.0025	0.2771	4.39	3.66	5.9082	-10.9103	-5.0021	45.847
1.26014	-0.5174	-0.7579	0.0025	0.2771	4.64	4.15	5.9082	-10.9145	-5.0063	45.868
1.26042	-0.5176	-0.7579	0.0025	0.2771	4.64	3.91	5.9078	-10.9187	-5.0109	45.893
1.26069	-0.5178	-0.7579	0.0025	0.2771	4.39	3.42	5.9078	-10.9229	-5.0151	45.914
1.26093	-0.518	-0.7579	0.0025	0.2771	3.91	2.93	5.9078	-10.9272	-5.0194	45.935
1.26121	-0.5182	-0.7579	0.0025	0.2771	3.42	2.69	5.9078	-10.9314	-5.0236	45.956
1.26148	-0.5184	-0.7579	0.0025	0.2771	2.93	2.2	5.9082	-10.9356	-5.0274	45.973
1.26172	-0.5186	-0.7579	0.0025	0.2771	2.44	1.22	5.9082	-10.9398	-5.0316	45.994
1.262	-0.5188	-0.7579	0.0025	0.2771	0.73	0	5.9078	-10.9441	-5.0362	46.018
1.26228	-0.519	-0.7579	0.0025	0.2771	-0.98	-1.71	5.9078	-10.9483	-5.0405	46.039
1.26251	-0.5192	-0.7579	0.0025	0.2771	-2.2	-3.17	5.9078	-10.9525	-5.0447	46.06
1.26279	-0.5194	-0.7579	0.0025	0.2771	-3.42	-4.39	5.9082	-10.9567	-5.0485	46.077
1.26303	-0.5196	-0.7707	0.0025	0.2771	-4.64	-5.86	6.1102	-10.9609	-4.8508	44.255
1.26331	-0.5198	-0.7579	0.0025	0.2771	-5.37	-6.35	5.9078	-10.9652	-5.0574	46.122
1.26358	-0.52	-0.7579	0.0025	0.2771	-5.62	-6.59	5.9078	-10.9694	-5.0616	46.143
1.26382	-0.5202	-0.7707	0.0025	0.2771	-5.37	-6.35	6.1098	-10.9736	-4.8638	44.323
1.2641	-0.5204	-0.7579	0.0025	0.2771	-4.64	-5.62	5.9078	-10.9778	-5.07	46.184
1.26434	-0.5206	-0.7707	0.0025	0.2771	-3.91	-5.13	6.1102	-10.982	-4.8719	44.362
1.26461	-0.5208	-0.7707	0.0025	0.2771	-3.17	-4.15	6.1102	-10.9863	-4.8761	44.384
1.26485	-0.521	-0.7707	0.0025	0.2771	-2.44	-3.42	6.1098	-10.9905	-4.8807	44.409
1.26513	-0.5212	-0.7707	0.0025	0.2771	-1.22	-2.44	6.1098	-10.9947	-4.8849	44.43
1.26537	-0.5214	-0.7707	0.0025	0.2771	-0.24	-1.46	6.1098	-10.9989	-4.8892	44.451
1.26564	-0.5216	-0.7707	0.0025	0.2771	1.46	0.24	6.1102	-11.0031	-4.893	44.469
1.26588	-0.5218	-0.784	0.0025	0.2771	2.69	1.46	6.3227	-11.0074	-4.6847	42.56
1.26612	-0.522	-0.784	0.0025	0.2771	3.91	2.44	6.3227	-11.0116	-4.6889	42.582
1.26639	-0.5222	-0.784	0.0025	0.2771	5.62	3.91	6.3223	-11.0158	-4.6935	42.607
1.26663	-0.5224	-0.784	0.0025	0.2771	5.13	3.66	6.3223	-11.02	-4.6978	42.629
1.26691	-0.5226	-0.784	0	-0.2796	4.64	3.42	6.3223	-11.0242	-4.702	42.651
1.26715	-0.5228	-0.784	0	-0.2796	4.88	3.17	6.3227	-11.0285	-4.7058	42.669
1.26742	-0.523	-0.784	0	-0.2796	4.15	2.93	6.3227	-11.0327	-4.71	42.691
1.26766	-0.5232	-0.784	0	-0.2796	3.66	2.2	6.3223	-11.0369	-4.7146	42.717
1.26794	-0.5234	-0.784	0	-0.2796	4.39	1.95	6.3223	-11.0411	-4.7189	42.739
1.26818	-0.5236	-0.784	0	-0.2796	2.2	0.98	6.3223	-11.0453	-4.7231	42.761
1.26845	-0.5238	-0.7707	0	-0.2796	1.22	0	6.1098	-11.0496	-4.9398	44.706
1.26869	-0.524	-0.784	0	-0.2796	0.49	-0.73	6.3227	-11.0538	-4.7311	42.801
1.26897	-0.5242	-0.7707	0	-0.2796	-0.73	-2.2	6.1102	-11.058	-4.9478	44.744
1.26921	-0.5244	-0.784	0	-0.2796	-2.2	-3.42	6.3223	-11.0622	-4.74	42.848
1.26948	-0.5246	-0.7707	0	-0.2796	-3.66	-4.64	6.1098	-11.0665	-4.9567	44.79
1.26972	-0.5248	-0.784	0	-0.2796	-4.39	-5.37	6.3223	-11.0707	-4.7484	42.892
1.27	-0.525	-0.7707	0	-0.2796	-4.88	-6.35	6.1102	-11.0749	-4.9647	44.829
1.27024	-0.5252	-0.784	0	-0.2796	-5.37	-6.84	6.3227	-11.0791	-4.7564	42.932
1.27051	-0.5254	-0.7707	0	-0.2796	-5.62	-6.59	6.1098	-11.0833	-4.9736	44.874
1.27075	-0.5256	-0.784	0	-0.2796	-5.86	-7.08	6.3223	-11.0876	-4.7653	42.979
1.27103	-0.5258	-0.7707	0	-0.2796	-5.37	-6.84	6.1098	-11.0918	-4.982	44.916
1.27131	-0.526	-0.7707	0	-0.2796	-5.13	-6.1	6.1098	-11.096	-4.9862	44.937
1.27154	-0.5262	-0.7707	0	-0.2796	-4.39	-5.37	6.1102	-11.1002	-4.99	44.955
1.27182	-0.5264	-0.7707	0	-0.2796	-3.17	-4.64	6.1102	-11.1044	-4.9943	44.975
1.2721	-0.5266	-0.7579	0	-0.2796	-1.71	-2.69	5.9078	-11.1087	-5.2009	46.818
1.27233	-0.5268	-0.7707	0	-0.2796	-0.24	-1.22	6.1098	-11.1129	-5.0031	45.021
1.27261	-0.527	-0.7579	0	-0.2796	1.46	0.73	5.9078	-11.1171	-5.2093	46.858
1.27289	-0.5272	-0.7579	0	-0.2796	2.69	1.71	5.9082	-11.1213	-5.2131	46.875
1.27317	-0.5274	-0.7455	0	-0.2796	3.66	2.69	5.7161	-11.1255	-5.4095	48.622
1.2734	-0.5276	-0.7579	0	-0.2796	4.39	3.17	5.9078	-11.1298	-5.222	46.919
1.27368	-0.5278	-0.7579	0	-0.2796	5.37	4.15	5.9078	-11.134	-5.2262	46.939
1.27396	-0.528	-0.7454	0	-0.2796	5.62	4.88	5.7157	-11.1382	-5.4225	48.684
1.2742	-0.5282	-0.7579	0	-0.2796	6.1	5.37	5.9078	-11.1424	-5.2346	46.979
1.27447	-0.5284	-0.7579	0	-0.2796	6.35	5.37	5.9082	-11.1466	-5.2384	46.996
1.27475	-0.5286	-0.7455	0	-0.2796	6.1	5.37	5.7161	-11.1509	-5.4348	48.739
1.27499	-0.5288	-0.7579	0	-0.2796	5.37	4.39	5.9078	-11.1551	-5.2473	47.039
1.27527	-0.529	-0.7579	0	-0.2796	4.15	3.66	5.9078	-11.1593	-5.2515	47.059
1.27554	-0.5292	-0.7579	0	-0.2796	2.44	1.71	5.9078	-11.1635	-5.2557	47.079
1.27578	-0.5294	-0.7579	0.0025	0.3545	1.22	0.98	5.9082	-11.1677	-5.2596	47.096
1.27606	-0.5296	-0.7579	0.0025	0.3545	-0.49	-0.73	5.9082	-11.172	-5.2638	47.116
1.27633	-0.5298	-0.7579	0.0025	0.3545	-1.71	-1.95	5.9082	-11.1762	-5.268	47.136
1.27657	-0.53	-0.7579	0.0025	0.3545	-2.44	-3.17	5.9078	-11.1804	-5.2726	47.159
1.27685	-0.5302	-0.7579	0.0025	0.3545	-3.42	-3.91	5.9078	-11.1846	-5.2768	47.179
1.27713	-0.5304	-0.7579	0.0025	0.3545	-4.64	-5.13	5.9078	-11.1888	-5.281	47.199
1.27736	-0.5306	-0.7579	0.0025	0.3545	-5.13	-5.86	5.9082	-11.1931	-5.2849	47.216
1.27764	-0.5308	-0.7579	0.0025	0.3545	-6.1	-6.59	5.9082	-11.1973	-5.2891	47.235
1.27788	-0.531	-0.7707	0.0025	0.3545	-6.35	-6.84	6.1098	-11.2015	-5.0917	45.456
1.27816	-0.5312	-0.7579	0.0025	0.3545	-6.35	-7.08	5.9078	-11.2057	-5.2979	47.279
1.27839	-0.5314	-0.7707	0.0025	0.3545	-5.86	-6.35	6.1098	-11.21	-5.1002	45.497
1.27867	-0.5316	-0.7707	0.0025	0.3545	-5.37	-5.86	6.1098	-11.2142	-5.1044	45.517
1.27895	-0.5318	-0.7579	0.0025	0.3545	-3.91	-4.39	5.9082	-11.2184	-5.3102	47.335
1.27919	-0.532	-0.7707	0.0025	0.3545	-2.44	-3.42	6.1102	-11.2226	-5.1124	45.555
1.27942	-0.5322	-0.784	0.0025	0.3545	-1.71	-2.2	6.3223	-11.2268	-4.9046	43.686
1.2797	-0.5324	-0.7707	0.0025	0.3545	-0.98	-1.71	6.1098	-11.2311	-5.1213	45.599
1.27994	-0.5326	-0.784	0.0025	0.3545	-0.49	-1.22	6.3223	-11.2353	-4.913	43.728
1.28022	-0.5328	-0.7707	0.0025	0.3545	-0.49	-1.22	6.1102	-11.2395	-5.1293	45.637
1.28045	-0.533	-0.784	0.0025	0.3545	0	-0.98	6.3227	-11.2437	-4.921	43.767
1.28073	-0.5332	-0.7707	0.0025	0.3545	0.24	-0.49	6.1098	-11.2479	-5.1382	45.681
1.28097	-0.5334	-0.784	0.0025	0.3545	0.73	0	6.3223	-11.2522	-4.9299	43.813
1.28121	-0.5336	-0.7977	0.0025	0.3545	1.22	0.24	6.546	-11.2564	-4.7103	41.846
1.28148	-0.5338	-0.784	0.0025	0.3545	1.71	0.73	6.3223	-11.2606	-4.9383	43.855
1.28172	-0.534	-0.784	0.0025	0.3545	1.71	0.73	6.3227	-11.2648	-4.9421	43.872
1.282	-0.5342	-0.784	0.0025	0.3545	1.95	0.98	6.3227	-11.269	-4.9464	43.893
1.28224	-0.5344	-0.784	0.0025	0.3545	1.46	0.49	6.3223	-11.2733	-4.951	43.918
1.28251	-0.5346	-0.784	0.0025	0.3545	0.98	0	6.3223	-11.2775	-4.9552	43.939
1.28275	-0.5348	-0.784	0.0025	0.3545	0.73	-0.98	6.3223	-11.2817	-4.9594	43.96
1.28299	-0.535	-0.7978	0	-0.2898	0.49	-0.49	6.5465	-11.2859	-4.7394	41.994
1.28326	-0.5352	-0.784	0	-0.2898	0.73	-0.73	6.3227	-11.2901	-4.9675	43.998
1.2835	-0.5354	-0.784	0	-0.2898	0.98	-0.24	6.3227	-11.2944	-4.9717	44.019
1.28378	-0.5356	-0.784	0	-0.2898	1.22	-0.24	6.3223	-11.2986	-4.9763	44.044
1.28402	-0.5358	-0.784	0	-0.2898	0.98	-0.24	6.3223	-11.3028	-4.9805	44.065
1.28429	-0.536	-0.784	0	-0.2898	0.73	-0.73	6.3223	-11.307	-4.9848	44.086
1.28453	-0.5362	-0.784	0	-0.2898	0.24	-0.98	6.3227	-11.3112	-4.9886	44.103
1.28481	-0.5364	-0.784	0	-0.2898	-0.49	-1.71	6.3227	-11.3155	-4.9928	44.124
1.28505	-0.5366	-0.784	0	-0.2898	-0.98	-2.2	6.3223	-11.3197	-4.9974	44.148
1.28532	-0.5368	-0.7707	0	-0.2898	-1.46	-2.93	6.1098	-11.3239	-5.2141	46.045
1.28556	-0.537	-0.784	0	-0.2898	-1.71	-2.93	6.3223	-11.3281	-5.0059	44.19
1.28584	-0.5372	-0.7707	0	-0.2898	-2.2	-3.91	6.1098	-11.3323	-5.2226	46.086
1.28608	-0.5374	-0.784	0	-0.2898	-2.44	-3.66	6.3227	-11.3366	-5.0139	44.228
1.28635	-0.5376	-0.7707	0	-0.2898	-1.46	-3.91	6.1102	-11.3408	-5.2306	46.122
1.28659	-0.5378	-0.784	0	-0.2898	-2.93	-4.15	6.3223	-11.345	-5.0227	44.273
1.28687	-0.538	-0.7707	0	-0.2898	-3.42	-4.64	6.1098	-11.3492	-5.2395	46.166
1.28715	-0.5382	-0.7707	0	-0.2898	-3.17	-4.39	6.1098	-11.3535	-5.2437	46.186
1.28738	-0.5384	-0.7707	0	-0.2898	-2.93	-4.39	6.1102	-11.3577	-5.2475	46.202
1.28766	-0.5386	-0.7707	0	-0.2898	-1.95	-3.17	6.1102	-11.3619	-5.2517	46.222
1.2879	-0.5388	-0.7707	0	-0.2898	-0.73	-2.69	6.1098	-11.3661	-5.2563	46.246
1.28818	-0.539	-0.7707	0	-0.2898	0.24	-1.22	6.1098	-11.3703	-5.2606	46.266
1.28841	-0.5392	-0.7707	0	-0.2898	0.73	-0.73	6.1098	-11.3746	-5.2648	46.286
1.28869	-0.5394	-0.7707	0	-0.2898	1.46	0.24	6.1098	-11.3788	-5.269	46.306
1.28893	-0.5396	-0.7707	0	-0.2898	2.2	0.73	6.1102	-11.383	-5.2728	46.322
1.2892	-0.5398	-0.7707	0	-0.2898	2.69	1.46	6.1102	-11.3872	-5.277	46.342
1.28944	-0.54	-0.784	0	-0.2898	3.17	1.71	6.3223	-11.3914	-5.0692	44.5
1.28972	-0.5402	-0.7707	0	-0.2898	4.15	2.69	6.1098	-11.3957	-5.2859	46.385
1.28996	-0.5404	-0.784	0	-0.2898	4.64	2.93	6.3223	-11.3999	-5.0776	44.541
1.29023	-0.5406	-0.7707	0	-0.2898	5.37	4.15	6.1102	-11.4041	-5.2939	46.421
1.29047	-0.5408	-0.784	0	-0.2898	5.86	4.15	6.3227	-11.4083	-5.0856	44.578
1.29075	-0.541	-0.7707	0	-0.2898	5.37	4.39	6.1102	-11.4125	-5.3024	46.461
1.29099	-0.5412	-0.784	0	-0.2898	4.88	3.66	6.3223	-11.4168	-5.0945	44.623
1.29126	-0.5414	-0.7707	0	-0.2898	3.91	2.93	6.1098	-11.421	-5.3112	46.504
1.2915	-0.5416	-0.784	0.0025	0.4042	3.17	2.44	6.3223	-11.4252	-5.1029	44.664
1.29174	-0.5418	-0.784	0.0025	0.4042	2.44	1.71	6.3227	-11.4294	-5.1067	44.681
1.29202	-0.542	-0.784	0.0025	0.4042	1.71	0.98	6.3227	-11.4336	-5.111	44.701
1.29225	-0.5422	-0.784	0.0025	0.4042	0.98	0.49	6.3223	-11.4379	-5.1156	44.725
1.29249	-0.5424	-0.7977	0.0025	0.4042	0.49	-0.24	6.546	-11.4421	-4.896	42.79
1.29277	-0.5426	-0.784	0.0025	0.4042	-0.24	-0.73	6.3223	-11.4463	-5.124	44.766
1.29301	-0.5428	-0.7977	0.0025	0.4042	-0.49	-1.46	6.546	-11.4505	-4.9045	42.832
1.29328	-0.543	-0.784	0.0025	0.4042	-1.22	-1.71	6.3227	-11.4547	-5.1321	44.803
1.29352	-0.5432	-0.7978	0.0025	0.4042	-1.95	-2.44	6.5465	-11.459	-4.9125	42.87
1.29376	-0.5434	-0.7977	0.0025	0.4042	-2.2	-2.93	6.546	-11.4632	-4.9171	42.895
1.29404	-0.5436	-0.784	0.0025	0.4042	-2.2	-2.93	6.3223	-11.4674	-5.1451	44.868
1.29427	-0.5438	-0.7977	0.0025	0.4042	-1.95	-2.69	6.546	-11.4716	-4.9256	42.937
1.29451	-0.544	-0.7978	0.0025	0.4042	-1.22	-1.95	6.5465	-11.4759	-4.9294	42.954
1.29479	-0.5442	-0.784	0.0025	0.4042	-0.98	-1.46	6.3227	-11.4801	-5.1574	44.925
1.29503	-0.5444	-0.7977	0.0025	0.4042	-0.73	-1.46	6.546	-11.4843	-4.9382	43
1.2953	-0.5446	-0.784	0.0025	0.4042	-0.73	-1.22	6.3223	-11.4885	-5.1662	44.969
1.29554	-0.5448	-0.7977	0.0025	0.4042	-0.73	-0.49	6.546	-11.4927	-4.9467	43.042
1.29578	-0.545	-0.7977	0.0025	0.4042	-0.98	-1.22	6.546	-11.497	-4.9509	43.063
1.29606	-0.5452	-0.784	0.0025	0.4042	0	-1.46	6.3227	-11.5012	-5.1785	45.026
1.29629	-0.5454	-0.7978	0.0025	0.4042	-0.73	-1.46	6.5465	-11.5054	-4.9589	43.101
1.29653	-0.5456	-0.7977	0.0025	0.4042	-1.22	-1.95	6.546	-11.5096	-4.9636	43.125
1.29681	-0.5458	-0.784	0.0025	0.4042	-1.22	-1.46	6.3223	-11.5138	-5.1916	45.09
1.29705	-0.546	-0.7977	0.0025	0.4042	-1.22	-1.95	6.546	-11.5181	-4.972	43.167
1.29732	-0.5462	-0.784	0.0025	0.4042	-1.71	-2.2	6.3227	-11.5223	-5.1996	45.126
1.29756	-0.5464	-0.7978	0.0025	0.4042	-2.44	-3.17	6.5465	-11.5265	-4.98	43.205
1.29784	-0.5466	-0.784	0	-0.2622	-3.42	-4.39	6.3227	-11.5307	-5.208	45.167
1.29808	-0.5468	-0.784	0	-0.2622	-3.91	-4.88	6.3223	-11.5349	-5.2127	45.19
1.29831	-0.547	-0.7977	0	-0.2622	-4.15	-4.88	6.546	-11.5392	-4.9931	43.271
1.29859	-0.5472	-0.784	0	-0.2622	-3.91	-4.88	6.3223	-11.5434	-5.2211	45.23
1.29883	-0.5474	-0.784	0	-0.2622	-3.42	-4.15	6.3227	-11.5476	-5.2249	45.247
1.29911	-0.5476	-0.784	0	-0.2622	-2.44	-3.42	6.3227	-11.5518	-5.2291	45.267
1.29934	-0.5478	-0.784	0	-0.2622	-1.71	-2.69	6.3223	-11.556	-5.2338	45.29
1.29962	-0.548	-0.784	0	-0.2622	-0.49	-1.71	6.3223	-11.5603	-5.238	45.31
1.29986	-0.5482	-0.784	0	-0.2622	-0.24	-0.98	6.3223	-11.5645	-5.2422	45.33
1.30013	-0.5484	-0.784	0	-0.2622	0.49	-0.49	6.3223	-11.5687	-5.2464	45.35
1.30037	-0.5486	-0.784	0	-0.2622	0.98	0	6.3227	-11.5729	-5.2502	45.367
1.30065	-0.5488	-0.7707	0	-0.2622	1.95	0.73	6.1102	-11.5771	-5.467	47.222
1.30089	-0.549	-0.784	0	-0.2622	2.69	1.46	6.3223	-11.5814	-5.2591	45.41
1.30116	-0.5492	-0.7707	0	-0.2622	3.66	2.69	6.1098	-11.5856	-5.4758	47.264
1.3014	-0.5494	-0.784	0	-0.2622	4.15	3.17	6.3223	-11.5898	-5.2675	45.45
1.30168	-0.5496	-0.7707	0	-0.2622	3.91	2.69	6.1102	-11.594	-5.4839	47.299
1.30192	-0.5498	-0.784	0	-0.2622	3.17	2.2	6.3227	-11.5982	-5.2756	45.486
1.30219	-0.55	-0.7707	0	-0.2622	2.44	1.22	6.1098	-11.6025	-5.4927	47.341
1.30243	-0.5502	-0.784	0	-0.2622	1.22	0	6.3223	-11.6067	-5.2844	45.529
1.30271	-0.5504	-0.7707	0	-0.2622	0.24	-0.73	6.1098	-11.6109	-5.5011	47.379
1.30295	-0.5506	-0.784	0	-0.2622	-0.24	-1.22	6.3223	-11.6151	-5.2929	45.569
1.30322	-0.5508	-0.7707	0	-0.2622	-0.73	-1.95	6.1102	-11.6194	-5.5092	47.414
1.30346	-0.551	-0.784	0	-0.2622	-0.98	-1.95	6.3227	-11.6236	-5.3009	45.605
1.30374	-0.5512	-0.7707	0	-0.2622	-1.46	-2.93	6.1098	-11.6278	-5.518	47.456
1.30398	-0.5514	-0.784	0	-0.2622	-1.71	-2.93	6.3223	-11.632	-5.3097	45.648
1.30425	-0.5516	-0.7707	0	-0.2622	-1.95	-3.42	6.1098	-11.6362	-5.5265	47.494
1.30449	-0.5518	-0.784	0	-0.2622	-2.2	-3.17	6.3227	-11.6405	-5.3178	45.684
1.30477	-0.552	-0.7707	0	-0.2622	-1.95	-3.42	6.1102	-11.6447	-5.5345	47.528
1.30501	-0.5522	-0.784	0	-0.2622	-1.46	-2.93	6.3227	-11.6489	-5.3262	45.723
1.30528	-0.5524	-0.7707	0	-0.2622	-0.73	-2.44	6.1098	-11.6531	-5.5434	47.57
1.30552	-0.5526	-0.784	0	-0.2622	0.24	-1.22	6.3223	-11.6573	-5.3351	45.766
1.30576	-0.5528	-0.784	0	-0.2622	0.73	-0.98	6.3223	-11.6616	-5.3393	45.785
1.30604	-0.553	-0.784	0	-0.2622	1.22	-0.24	6.3227	-11.6658	-5.3431	45.801
1.30627	-0.5532	-0.784	0	-0.2622	1.22	-0.49	6.3227	-11.67	-5.3473	45.821
1.30655	-0.5534	-0.784	0	-0.2622	0.98	-0.24	6.3223	-11.6742	-5.352	45.844
1.30679	-0.5536	-0.784	0	-0.2622	1.22	-0.49	6.3223	-11.6784	-5.3562	45.864
1.30706	-0.5538	-0.784	0	-0.2622	0.98	-0.24	6.3223	-11.6827	-5.3604	45.883
1.3073	-0.554	-0.784	0.0025	0.4317	1.22	0.49	6.3223	-11.6869	-5.3646	45.903
1.30754	-0.5542	-0.7978	0.0025	0.4317	1.71	0.49	6.5465	-11.6911	-5.1446	44.005
1.30782	-0.5544	-0.784	0.0025	0.4317	1.46	0.49	6.3227	-11.6953	-5.3726	45.938
1.30805	-0.5546	-0.784	0.0025	0.4317	1.22	0.24	6.3223	-11.6995	-5.3773	45.961
1.30829	-0.5548	-0.7977	0.0025	0.4317	-0.24	-0.98	6.546	-11.7038	-5.1577	44.069
1.30857	-0.555	-0.784	0.0025	0.4317	-0.49	-1.46	6.3223	-11.708	-5.3857	46
1.30881	-0.5552	-0.7978	0.0025	0.4317	-1.46	-2.93	6.5465	-11.7122	-5.1657	44.106
1.30908	-0.5554	-0.784	0.0025	0.4317	-1.46	-2.44	6.3227	-11.7164	-5.3937	46.036
1.30932	-0.5556	-0.7977	0.0025	0.4317	-1.46	-2.2	6.546	-11.7206	-5.1746	44.149
1.30956	-0.5558	-0.7977	0.0025	0.4317	-0.73	-1.46	6.546	-11.7249	-5.1788	44.17
1.30984	-0.556	-0.784	0.0025	0.4317	-0.24	-1.22	6.3223	-11.7291	-5.4068	46.098
1.31007	-0.5562	-0.7977	0.0025	0.4317	0	-0.98	6.546	-11.7333	-5.1873	44.21
1.31031	-0.5564	-0.7978	0.0025	0.4317	0.24	-0.73	6.5465	-11.7375	-5.1911	44.226
1.31059	-0.5566	-0.784	0.0025	0.4317	-0.24	-0.98	6.3227	-11.7417	-5.4191	46.152
1.31083	-0.5568	-0.7977	0.0025	0.4317	-0.98	-1.95	6.546	-11.746	-5.1999	44.27
1.3111	-0.557	-0.784	0.0025	0.4317	-1.95	-2.93	6.3223	-11.7502	-5.4279	46.194
1.31134	-0.5572	-0.7977	0.0025	0.4317	-2.44	-3.17	6.546	-11.7544	-5.2084	44.31
1.31158	-0.5574	-0.7978	0.0025	0.4317	-2.44	-3.17	6.5465	-11.7586	-5.2122	44.326
1.31186	-0.5576	-0.784	0.0025	0.4317	-2.44	-3.17	6.3227	-11.7629	-5.4402	46.249
1.31209	-0.5578	-0.7977	0.0025	0.4317	-2.69	-3.17	6.546	-11.7671	-5.221	44.37
1.31233	-0.558	-0.7977	0.0025	0.4317	-2.93	-3.66	6.546	-11.7713	-5.2253	44.39
1.31261	-0.5582	-0.784	0.0025	0.4317	-3.66	-4.39	6.3223	-11.7755	-5.4533	46.31
1.31285	-0.5584	-0.7977	0.0025	0.4317	-3.66	-4.88	6.546	-11.7797	-5.2337	44.43
1.31308	-0.5586	-0.7978	0.0025	0.4317	-5.37	-6.35	6.5465	-11.784	-5.2375	44.446
1.31336	-0.5588	-0.7978	0	-0.2622	-5.86	-6.59	6.5465	-11.7882	-5.2417	44.466
1.3136	-0.559	-0.7977	0	-0.2622	-5.37	-6.1	6.546	-11.7924	-5.2464	44.489
1.31384	-0.5592	-0.7977	0	-0.2622	-4.88	-6.1	6.546	-11.7966	-5.2506	44.509
1.31411	-0.5594	-0.7977	0	-0.2622	-3.91	-4.64	6.546	-11.8008	-5.2548	44.529
1.31435	-0.5596	-0.7978	0	-0.2622	-2.69	-3.66	6.5465	-11.8051	-5.2586	44.545
1.31459	-0.5598	-0.7978	0	-0.2622	-0.98	-2.2	6.5465	-11.8093	-5.2628	44.565
1.31487	-0.56	-0.7978	0	-0.2622	0.73	-0.49	6.5465	-11.8135	-5.267	44.585
1.3151	-0.5602	-0.7977	0	-0.2622	1.71	0.98	6.546	-11.8177	-5.2717	44.608
1.31534	-0.5604	-0.7977	0	-0.2622	2.69	1.46	6.546	-11.8219	-5.2759	44.628
1.31562	-0.5606	-0.7977	0	-0.2622	3.91	2.69	6.546	-11.8262	-5.2801	44.648
1.31586	-0.5608	-0.7978	0	-0.2622	5.86	4.15	6.5465	-11.8304	-5.2839	44.664
1.31613	-0.561	-0.784	0	-0.2622	6.59	5.62	6.3227	-11.8346	-5.5119	46.575
1.31637	-0.5612	-0.7977	0	-0.2622	8.06	6.84	6.546	-11.8388	-5.2928	44.707
1.31661	-0.5614	-0.7977	0	-0.2622	8.54	7.57	6.546	-11.843	-5.297	44.727
1.31689	-0.5616	-0.784	0	-0.2622	8.54	7.81	6.3223	-11.8473	-5.525	46.635
1.31712	-0.5618	-0.7977	0	-0.2622	8.3	7.57	6.546	-11.8515	-5.3054	44.766
1.31736	-0.562	-0.7978	0	-0.2622	7.57	6.35	6.5465	-11.8557	-5.3092	44.782
1.31764	-0.5622	-0.784	0	-0.2622	6.59	5.62	6.3227	-11.8599	-5.5372	46.689
1.31788	-0.5624	-0.7977	0	-0.2622	4.88	3.91	6.546	-11.8641	-5.3181	44.825
1.31811	-0.5626	-0.7977	0	-0.2622	2.93	2.44	6.546	-11.8684	-5.3223	44.845
1.31839	-0.5628	-0.7977	0	-0.2622	1.46	0.73	6.546	-11.8726	-5.3265	44.864
1.31863	-0.563	-0.7978	0	-0.2622	-0.49	-1.22	6.5465	-11.8768	-5.3303	44.88
1.31887	-0.5632	-0.7978	0	-0.2622	-2.44	-3.42	6.5465	-11.881	-5.3346	44.9
1.31914	-0.5634	-0.7977	0	-0.2622	-4.64	-5.37	6.546	-11.8852	-5.3392	44.923
1.31938	-0.5636	-0.7977	0	-0.2622	-6.59	-7.81	6.546	-11.8895	-5.3434	44.943
1.31966	-0.5638	-0.784	0	-0.2622	-8.54	-9.28	6.3223	-11.8937	-5.5714	46.844
1.3199	-0.564	-0.7977	0	-0.2622	-10.01	-10.99	6.546	-11.8979	-5.3519	44.982
1.32013	-0.5642	-0.7978	0	-0.2622	-10.74	-11.47	6.5465	-11.9021	-5.3557	44.997
1.32037	-0.5644	-0.7978	0	-0.2622	-10.5	-11.72	6.5465	-11.9064	-5.3599	45.017
1.32065	-0.5646	-0.7977	0	-0.2622	-10.25	-11.23	6.546	-11.9106	-5.3645	45.04
1.32089	-0.5648	-0.7977	0	-0.2622	-9.03	-10.5	6.546	-11.9148	-5.3688	45.06
1.32116	-0.565	-0.784	0	-0.2622	-7.81	-9.28	6.3223	-11.919	-5.5968	46.956
1.3214	-0.5652	-0.7978	0	-0.2622	-5.86	-7.32	6.5465	-11.9232	-5.3768	45.095
1.32164	-0.5654	-0.7978	0	-0.2622	-3.42	-4.39	6.5465	-11.9275	-5.381	45.114
1.32188	-0.5656	-0.812	0	-0.2622	-0.73	-2.44	6.7824	-11.9317	-5.1493	43.157
1.32215	-0.5658	-0.7977	0	-0.2622	1.95	0.73	6.546	-11.9359	-5.3899	45.157
1.32239	-0.566	-0.7977	0	-0.2622	4.39	2.69	6.546	-11.9401	-5.3941	45.176
1.32263	-0.5662	-0.7977	0	-0.2622	6.1	5.62	6.546	-11.9443	-5.3983	45.195
1.32287	-0.5664	-0.812	0.0025	0.3376	9.28	7.81	6.7824	-11.9486	-5.1662	43.237
